IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.232.148,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.223.3.253,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.119.104,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.238.131.39,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.159.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.0.48,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.217.154.218,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.255.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.252.237,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.42.153,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.119.104,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.243.255.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.183.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.255.224,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.238.43.79,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.66.190,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.107.135,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.238.35.50,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.76.189.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.145.85,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
8.223.31.16,443,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.238.43.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.242.183.7,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,36,0.00
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.244.38,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,36,0.00
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
8.210.100.23,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.238.43.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.42.153,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.5.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.234.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.169.63,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.80.110,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.203.101,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.51.171,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.175.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.148.106,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.139.85,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.250.222,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.78.188,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.238.43.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.120.87,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.227.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.8.142,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.237.95.13,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.98.98,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.210.57,8080,8080,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.29.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.243.243.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.219.78.1,80,80,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,36,0.00
8.217.232.246,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.48.107,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.98.75,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.76.29.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.204.76,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.139.85,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.72.0,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.238.131.39,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.78.1,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.238.43.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.50.252,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.22.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.162.45,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.89.245,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.192.93,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.42.155,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.237.81.112,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.183.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,37,0.00
47.238.40.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.67.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.42.171,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.232.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.204.76,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.243.70.186,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.244.38,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.203.101,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.223.31.16,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.26.26,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.98.98,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.51.171,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.214.139,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.238.6.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.207.214,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.234.9,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.10.1,80,80,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.242.107.109,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.227.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.219.49.65,8080,8080,false,SIN,Asia Pacific,Singapore,37,0.00
8.210.203.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
47.242.157.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.210.43.213,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,37,0.00
8.217.250.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,0.00
8.218.53.110,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.243.186.171,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,0.00
47.237.11.182,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.164.75,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.98.13,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.232.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.183.7,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.175.109,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.27.217,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.174.27,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.228.152,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.147.58,8080,8080,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.42.171,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
47.243.206.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.81.14,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,38,0.00
47.242.157.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.100.23,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.123.243,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.63.130,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.227.128,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.243.14,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.86.79,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.244.38,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.222.57,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.214.139,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.107.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.222.169.222,80,80,false,SIN,Asia Pacific,Singapore,38,0.00
8.219.110.81,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.214.139,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.207.214,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.89.245,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.233.67,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.123.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.225.255,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.91.58,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.244.38,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.70.186,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.78.1,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.207.60,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.255.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.7.162,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.244.38,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.7.162,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.207.214,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.91.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.121.207,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.159.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.139.243,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
47.76.159.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.252.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.34.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.139.243,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.146.204,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.121.207,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.222.181.117,2095,2095,false,SIN,Asia Pacific,Singapore,38,0.00
8.218.74.119,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.26.26,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.183.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.159.146,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.217.72.0,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,38,0.00
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.63.130,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.107.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.225.255,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.107.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.207.60,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.203.7,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.48.107,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.222.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.238.40.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.242.125.241,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.213.245,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,38,0.00
8.217.91.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.243.5.154,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,0.00
8.210.48.107,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.76.192.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,0.00
47.57.233.126,80,80,false,SJC,North America,San Jose,38,0.00
8.218.3.198,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.214.139,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.66.190,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.206.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.154.218,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.157.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.34.188,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.223.3.253,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.238.6.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.181.213,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.255.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.81.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.178.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.175.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.227.40,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.85.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.3.198,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.227.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.189.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.85.222,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.48.107,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.192.93,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.29.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.225.255,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.233.67,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.214.139,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.63.130,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,39,0.00
47.76.189.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.66.3,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.225.255,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.70.186,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.85.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.26.26,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.217.50.252,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.77.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.218.1.163,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.206.150,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.255.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.234.9,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,39,0.00
8.218.222.36,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.243.90.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.107.109,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.26.26,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.210.43.213,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.146.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,0.00
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,39,0.00
47.243.90.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,39,0.00
47.242.42.153,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,0.00
